,hospedaje_id,amenidad_id
7428,1337,30
7429,1337,1
7430,1337,28
7431,1337,4
7432,1337,21
7433,1337,37
7434,1337,27
7435,1338,8
7436,1338,34
7437,1338,30
7438,1338,32
7439,1338,24
7440,1339,3
7441,1339,15
7442,1339,4
7443,1339,18
7444,1339,27
7445,1339,35
7446,1339,29
7447,1340,1
7448,1340,26
7449,1340,13
7450,1340,22
7451,1340,6
7452,1341,2
7453,1341,15
7454,1341,28
7455,1341,5
7456,1341,16
7457,1341,13
7458,1341,11
7459,1342,20
7460,1342,5
7461,1342,7
7462,1342,2
7463,1342,31
7464,1343,2
7465,1343,38
7466,1343,22
7467,1343,17
7468,1343,16
7469,1343,7
7470,1344,16
7471,1344,22
7472,1344,4
7473,1344,39
7474,1344,34
7475,1344,40
7476,1345,39
7477,1345,40
7478,1345,29
7479,1346,29
7480,1346,38
7481,1346,8
7482,1347,4
7483,1347,3
7484,1347,25
7485,1348,5
7486,1348,9
7487,1348,4
7488,1348,29
7489,1348,20
7490,1349,28
7491,1349,5
7492,1349,7
7493,1349,4
7494,1349,36
7495,1349,37
7496,1349,19
7497,1350,26
7498,1350,7
7499,1350,27
7500,1350,15
7501,1350,1
7502,1350,30
7503,1351,30
7504,1351,28
7505,1351,7
7506,1351,22
7507,1351,2
7508,1351,40
7509,1352,22
7510,1352,38
7511,1352,13
7512,1352,7
7513,1352,37
7514,1352,1
7515,1352,5
7516,1353,13
7517,1353,37
7518,1353,9
7519,1353,33
7520,1353,17
7521,1353,23
7522,1353,27
7523,1354,40
7524,1354,29
7525,1354,12
7526,1354,16
7527,1354,9
7528,1354,3
7529,1355,9
7530,1355,20
7531,1355,38
7532,1356,33
7533,1356,23
7534,1356,20
7535,1356,35
7536,1356,10
7537,1356,36
7538,1357,20
7539,1357,39
7540,1357,22
7541,1357,19
7542,1357,24
7543,1357,1
7544,1358,38
7545,1358,10
7546,1358,4
7547,1358,16
7548,1358,33
7549,1358,40
7550,1358,28
7551,1359,13
7552,1359,5
7553,1359,22
7554,1359,31
7555,1359,30
7556,1360,22
7557,1360,38
7558,1360,37
7559,1360,40
7560,1360,20
7561,1360,27
7562,1360,39
7563,1361,7
7564,1361,30
7565,1361,3
7566,1361,32
7567,1362,1
7568,1362,15
7569,1362,30
7570,1362,40
7571,1363,16
7572,1363,31
7573,1363,22
7574,1363,25
7575,1364,26
7576,1364,12
7577,1364,1
7578,1364,24
7579,1365,5
7580,1365,23
7581,1365,2
7582,1366,8
7583,1366,10
7584,1366,19
7585,1366,29
7586,1366,13
7587,1366,24
7588,1366,3
7589,1367,13
7590,1367,19
7591,1367,12
7592,1368,17
7593,1368,12
7594,1368,22
7595,1368,36
7596,1369,12
7597,1369,13
7598,1369,2
7599,1369,17
7600,1370,2
7601,1370,9
7602,1370,25
7603,1371,8
7604,1371,22
7605,1371,14
7606,1371,20
7607,1371,30
7608,1371,16
7609,1371,24
7610,1371,34
7611,1372,11
7612,1372,34
7613,1372,28
7614,1372,5
7615,1372,8
7616,1372,10
7617,1372,9
7618,1372,13
7619,1373,35
7620,1373,25
7621,1373,24
7622,1373,21
7623,1374,28
7624,1374,16
7625,1374,3
7626,1374,13
7627,1374,35
7628,1374,19
7629,1374,10
7630,1375,16
7631,1375,4
7632,1375,18
7633,1375,9
7634,1375,33
7635,1376,32
7636,1376,14
7637,1376,6
7638,1376,31
7639,1376,5
7640,1376,11
7641,1376,33
7642,1377,33
7643,1377,24
7644,1377,32
7645,1377,34
7646,1377,30
7647,1377,12
7648,1378,24
7649,1378,34
7650,1378,31
7651,1378,32
7652,1378,18
7653,1379,26
7654,1379,38
7655,1379,3
7656,1379,14
7657,1379,15
7658,1379,13
7659,1379,29
7660,1380,26
7661,1380,14
7662,1380,20
7663,1380,28
7664,1381,37
7665,1381,11
7666,1381,24
7667,1381,17
7668,1381,36
7669,1381,6
7670,1382,6
7671,1382,19
7672,1382,29
7673,1382,34
7674,1383,15
7675,1383,38
7676,1383,3
7677,1383,30
7678,1383,33
7679,1384,22
7680,1384,28
7681,1384,29
7682,1384,30
7683,1384,39
7684,1384,27
7685,1384,24
7686,1385,21
7687,1385,18
7688,1385,25
7689,1385,2
7690,1385,12
7691,1385,29
7692,1386,17
7693,1386,5
7694,1386,23
7695,1386,6
7696,1387,33
7697,1387,35
7698,1387,6
7699,1387,18
7700,1387,15
7701,1388,8
7702,1388,5
7703,1388,24
7704,1389,35
7705,1389,13
7706,1389,22
7707,1390,22
7708,1390,17
7709,1390,20
7710,1390,18
7711,1391,39
7712,1391,9
7713,1391,35
7714,1391,17
7715,1392,20
7716,1392,19
7717,1392,23
7718,1393,26
7719,1393,38
7720,1393,1
7721,1393,31
7722,1393,33
7723,1393,10
7724,1394,15
7725,1394,40
7726,1394,14
7727,1394,31
7728,1394,39
7729,1394,34
7730,1395,36
7731,1395,30
7732,1395,39
7733,1395,22
7734,1395,6
7735,1395,21
7736,1395,13
7737,1396,27
7738,1396,14
7739,1396,29
7740,1396,38
7741,1396,36
7742,1396,2
7743,1397,9
7744,1397,37
7745,1397,20
7746,1397,1
7747,1397,32
7748,1398,23
7749,1398,22
7750,1398,15
7751,1398,27
7752,1398,28
7753,1398,26
7754,1398,20
7755,1398,21
7756,1399,2
7757,1399,37
7758,1399,3
7759,1399,9
7760,1399,10
7761,1399,22
7762,1399,26
7763,1400,14
7764,1400,26
7765,1400,5
7766,1400,35
7767,1400,25
7768,1400,13
7769,1401,7
7770,1401,22
7771,1401,37
7772,1401,29
7773,1401,20
7774,1401,6
7775,1402,7
7776,1402,36
7777,1402,12
7778,1402,3
7779,1403,39
7780,1403,32
7781,1403,2
7782,1403,12
7783,1403,13
7784,1403,5
7785,1403,25
7786,1403,19
7787,1404,15
7788,1404,19
7789,1404,34
7790,1404,5
7791,1405,4
7792,1405,24
7793,1405,34
7794,1405,1
7795,1405,11
7796,1405,21
7797,1406,26
7798,1406,11
7799,1406,8
7800,1406,9
7801,1406,35
7802,1406,27
7803,1407,5
7804,1407,25
7805,1407,14
7806,1407,9
7807,1407,38
7808,1407,20
7809,1408,31
7810,1408,11
7811,1408,37
7812,1408,20
7813,1408,13
7814,1408,33
7815,1409,30
7816,1409,18
7817,1409,13
7818,1409,1
7819,1409,10
7820,1409,29
7821,1409,5
7822,1409,26
7823,1410,16
7824,1410,34
7825,1410,22
7826,1410,37
7827,1410,32
7828,1410,30
7829,1410,35
7830,1411,3
7831,1411,6
7832,1411,19
7833,1411,30
7834,1411,23
7835,1411,20
7836,1411,26
7837,1412,12
7838,1412,27
7839,1412,16
7840,1412,40
7841,1412,28
7842,1412,30
7843,1412,25
7844,1413,12
7845,1413,37
7846,1413,7
7847,1413,26
7848,1413,3
7849,1413,16
7850,1413,11
7851,1413,18
7852,1414,35
7853,1414,19
7854,1414,5
7855,1414,14
7856,1414,32
7857,1414,27
7858,1414,8
7859,1414,24
7860,1415,7
7861,1415,33
7862,1415,21
7863,1416,29
7864,1416,11
7865,1416,17
7866,1416,14
7867,1416,33
7868,1416,3
7869,1417,2
7870,1417,5
7871,1417,30
7872,1417,25
7873,1417,22
7874,1417,26
7875,1418,26
7876,1418,3
7877,1418,1
7878,1418,17
7879,1419,9
7880,1419,21
7881,1419,30
7882,1420,30
7883,1420,5
7884,1420,6
7885,1420,36
7886,1420,16
7887,1420,29
7888,1421,31
7889,1421,18
7890,1421,11
7891,1421,2
7892,1422,7
7893,1422,12
7894,1422,19
7895,1422,8
7896,1422,35
7897,1422,26
7898,1422,11
7899,1423,1
7900,1423,18
7901,1423,10
7902,1424,23
7903,1424,12
7904,1424,14
7905,1424,3
7906,1424,35
7907,1424,38
7908,1425,4
7909,1425,34
7910,1425,7
7911,1425,25
7912,1425,20
7913,1425,29
7914,1426,39
7915,1426,1
7916,1426,4
7917,1427,13
7918,1427,16
7919,1427,24
7920,1427,39
7921,1427,40
7922,1427,6
7923,1428,27
7924,1428,2
7925,1428,1
7926,1429,13
7927,1429,5
7928,1429,15
7929,1429,7
7930,1429,11
7931,1430,11
7932,1430,3
7933,1430,27
7934,1430,33
7935,1430,7
7936,1430,21
7937,1430,35
7938,1430,13
7939,1431,14
7940,1431,35
7941,1431,26
7942,1431,28
7943,1431,8
7944,1431,15
7945,1431,40
7946,1432,23
7947,1432,21
7948,1432,12
7949,1433,26
7950,1433,21
7951,1433,1
7952,1434,14
7953,1434,30
7954,1434,15
7955,1434,5
7956,1434,18
7957,1434,24
7958,1435,5
7959,1435,14
7960,1435,27
7961,1436,39
7962,1436,32
7963,1436,7
7964,1436,35
7965,1436,37
7966,1437,17
7967,1437,7
7968,1437,39
7969,1437,21
7970,1438,25
7971,1438,9
7972,1438,22
7973,1438,12
7974,1438,21
7975,1438,31
7976,1438,5
7977,1438,38
7978,1439,39
7979,1439,38
7980,1439,29
7981,1440,33
7982,1440,15
7983,1440,40
7984,1440,1
7985,1440,39
7986,1440,2
7987,1441,8
7988,1441,20
7989,1441,16
7990,1441,28
7991,1441,38
7992,1441,6
7993,1441,4
7994,1442,24
7995,1442,32
7996,1442,19
7997,1442,13
7998,1443,25
7999,1443,14
8000,1443,3
8001,1443,16
8002,1444,39
8003,1444,29
8004,1444,22
8005,1444,9
8006,1444,18
8007,1444,21
8008,1444,3
8009,1444,27
8010,1445,19
8011,1445,2
8012,1445,15
8013,1445,22
8014,1445,37
8015,1445,16
8016,1445,14
8017,1445,4
8018,1446,16
8019,1446,15
8020,1446,25
8021,1446,34
8022,1446,21
8023,1446,12
8024,1446,29
8025,1446,1
8026,1447,32
8027,1447,5
8028,1447,13
8029,1448,10
8030,1448,14
8031,1448,9
8032,1449,12
8033,1449,38
8034,1449,36
8035,1450,16
8036,1450,33
8037,1450,6
8038,1450,28
8039,1451,30
8040,1451,20
8041,1451,11
8042,1451,13
8043,1451,16
8044,1451,28
8045,1451,12
8046,1451,36
8047,1452,19
8048,1452,37
8049,1452,29
8050,1452,13
8051,1452,18
8052,1453,6
8053,1453,24
8054,1453,26
8055,1453,25
8056,1453,11
8057,1453,31
8058,1454,28
8059,1454,33
8060,1454,40
8061,1454,10
8062,1454,31
8063,1454,2
8064,1455,28
8065,1455,6
8066,1455,20
8067,1455,35
8068,1455,10
8069,1455,12
8070,1456,25
8071,1456,30
8072,1456,20
8073,1456,19
8074,1456,36
8075,1457,31
8076,1457,5
8077,1457,22
8078,1457,9
8079,1457,40
8080,1457,13
8081,1457,10
8082,1458,1
8083,1458,33
8084,1458,24
8085,1458,32
8086,1459,27
8087,1459,26
8088,1459,24
8089,1459,25
8090,1459,32
8091,1459,20
8092,1460,38
8093,1460,5
8094,1460,27
8095,1460,3
8096,1460,8
8097,1460,25
8098,1460,11
8099,1460,13
8100,1461,17
8101,1461,23
8102,1461,33
8103,1461,32
8104,1461,24
8105,1461,4
8106,1462,25
8107,1462,28
8108,1462,16
8109,1462,38
8110,1462,31
8111,1462,3
8112,1462,24
8113,1462,2
8114,1463,10
8115,1463,17
8116,1463,30
8117,1463,40
8118,1463,39
8119,1463,16
8120,1463,11
8121,1463,1
8122,1464,6
8123,1464,25
8124,1464,26
8125,1465,38
8126,1465,6
8127,1465,34
8128,1465,13
8129,1465,28
8130,1465,11
8131,1465,36
8132,1465,17
8133,1466,20
8134,1466,33
8135,1466,35
8136,1466,25
8137,1466,40
8138,1466,27
8139,1466,6
8140,1466,7
8141,1467,37
8142,1467,23
8143,1467,10
8144,1467,18
8145,1467,14
8146,1467,26
8147,1467,20
8148,1467,1
8149,1468,32
8150,1468,1
8151,1468,7
8152,1468,5
8153,1469,27
8154,1469,34
8155,1469,40
8156,1469,19
8157,1469,28
8158,1469,11
8159,1469,12
8160,1469,24
8161,1470,9
8162,1470,13
8163,1470,32
8164,1470,12
8165,1471,8
8166,1471,29
8167,1471,37
8168,1471,14
8169,1471,12
8170,1471,13
8171,1471,4
8172,1472,12
8173,1472,13
8174,1472,17
8175,1472,27
8176,1472,29
8177,1472,7
8178,1472,11
8179,1472,6
8180,1473,6
8181,1473,25
8182,1473,8
8183,1473,18
8184,1473,5
8185,1474,2
8186,1474,38
8187,1474,16
8188,1474,31
8189,1474,32
8190,1475,7
8191,1475,1
8192,1475,4
8193,1475,18
8194,1475,39
8195,1475,3
8196,1475,40
8197,1475,14
8198,1476,1
8199,1476,25
8200,1476,34
8201,1476,18
8202,1476,32
8203,1476,31
8204,1476,22
8205,1477,28
8206,1477,22
8207,1477,24
8208,1477,39
8209,1477,21
8210,1477,16
8211,1477,38
8212,1478,26
8213,1478,25
8214,1478,4
8215,1478,23
8216,1478,22
8217,1478,7
8218,1478,1
8219,1478,30
8220,1479,26
8221,1479,9
8222,1479,2
8223,1479,8
8224,1479,34
8225,1479,18
8226,1479,16
8227,1479,24
8228,1480,40
8229,1480,31
8230,1480,33
8231,1480,27
8232,1480,13
8233,1480,1
8234,1481,21
8235,1481,2
8236,1481,24
8237,1481,3
8238,1481,40
8239,1481,29
8240,1481,15
8241,1481,32
8242,1482,40
8243,1482,6
8244,1482,23
8245,1482,28
8246,1482,31
8247,1482,7
8248,1483,25
8249,1483,19
8250,1483,13
8251,1483,10
8252,1483,34
8253,1483,33
8254,1483,3
8255,1483,9
8256,1484,6
8257,1484,20
8258,1484,36
8259,1484,30
8260,1484,11
8261,1484,29
8262,1485,31
8263,1485,35
8264,1485,16
8265,1486,14
8266,1486,11
8267,1486,6
8268,1486,7
8269,1487,2
8270,1487,11
8271,1487,21
8272,1487,25
8273,1487,18
8274,1487,15
8275,1488,17
8276,1488,31
8277,1488,8
8278,1488,9
8279,1488,35
8280,1488,32
8281,1488,6
8282,1488,22
8283,1489,37
8284,1489,39
8285,1489,5
8286,1489,22
8287,1490,25
8288,1490,36
8289,1490,28
8290,1490,15
8291,1490,37
8292,1490,17
8293,1491,19
8294,1491,6
8295,1491,8
8296,1492,22
8297,1492,38
8298,1492,13
8299,1493,8
8300,1493,37
8301,1493,24
8302,1493,9
8303,1493,21
8304,1493,25
8305,1493,1
8306,1493,20
8307,1494,38
8308,1494,35
8309,1494,13
8310,1495,28
8311,1495,21
8312,1495,24
8313,1495,9
8314,1495,34
8315,1495,15
8316,1496,26
8317,1496,1
8318,1496,35
8319,1497,21
8320,1497,10
8321,1497,19
8322,1497,15
8323,1497,32
8324,1497,30
8325,1498,39
8326,1498,19
8327,1498,10
8328,1498,3
8329,1499,21
8330,1499,20
8331,1499,33
8332,1499,8
8333,1499,18
8334,1499,31
8335,1499,14
8336,1500,19
8337,1500,25
8338,1500,4
8339,1500,22
8340,1500,10
8341,1500,14
8342,1501,15
8343,1501,4
8344,1501,12
8345,1501,32
8346,1501,26
8347,1501,20
8348,1501,11
8349,1501,2
8350,1502,26
8351,1502,22
8352,1502,28
8353,1502,31
8354,1502,23
8355,1502,40
8356,1502,35
8357,1503,34
8358,1503,19
8359,1503,13
8360,1504,36
8361,1504,26
8362,1504,7
8363,1504,9
8364,1504,21
8365,1504,4
8366,1504,20
8367,1504,30
8368,1505,11
8369,1505,37
8370,1505,9
8371,1505,29
8372,1505,31
8373,1505,19
8374,1505,10
8375,1505,14
8376,1506,13
8377,1506,1
8378,1506,24
8379,1506,37
8380,1507,10
8381,1507,25
8382,1507,28
8383,1508,11
8384,1508,4
8385,1508,7
8386,1508,23
8387,1508,31
8388,1508,12
8389,1508,39
8390,1508,8
8391,1509,22
8392,1509,38
8393,1509,28
8394,1509,10
8395,1509,26
8396,1509,16
8397,1509,3
8398,1510,16
8399,1510,26
8400,1510,32
8401,1511,39
8402,1511,12
8403,1511,25
8404,1511,6
8405,1511,30
8406,1512,25
8407,1512,18
8408,1512,29
8409,1512,24
8410,1512,1
8411,1512,8
8412,1512,35
8413,1512,6
8414,1513,32
8415,1513,33
8416,1513,15
8417,1514,38
8418,1514,37
8419,1514,31
8420,1515,7
8421,1515,38
8422,1515,12
8423,1515,25
8424,1515,31
8425,1516,28
8426,1516,20
8427,1516,37
8428,1516,9
8429,1516,7
8430,1516,21
8431,1516,5
8432,1516,12
8433,1517,2
8434,1517,26
8435,1517,36
8436,1517,35
8437,1517,34
8438,1517,32
8439,1518,34
8440,1518,38
8441,1518,35
8442,1519,8
8443,1519,14
8444,1519,40
8445,1519,12
8446,1519,37
8447,1519,1
8448,1519,29
8449,1519,21
8450,1520,3
8451,1520,9
8452,1520,37
8453,1521,11
8454,1521,6
8455,1521,36
8456,1521,17
8457,1522,6
8458,1522,8
8459,1522,33
8460,1523,24
8461,1523,35
8462,1523,11
8463,1523,28
8464,1523,1
8465,1524,20
8466,1524,3
8467,1524,34
8468,1524,19
8469,1525,35
8470,1525,29
8471,1525,9
8472,1525,37
8473,1525,32
8474,1525,21
8475,1525,34
8476,1525,23
8477,1526,35
8478,1526,33
8479,1526,14
8480,1526,7
8481,1526,3
8482,1526,16
8483,1526,36
8484,1527,10
8485,1527,20
8486,1527,14
8487,1527,9
8488,1528,36
8489,1528,14
8490,1528,38
8491,1528,23
8492,1528,18
8493,1528,9
8494,1528,28
8495,1529,36
8496,1529,17
8497,1529,25
8498,1530,11
8499,1530,26
8500,1530,30
8501,1530,6
8502,1530,17
8503,1530,28
8504,1530,10
8505,1530,14
8506,1531,18
8507,1531,13
8508,1531,24
8509,1532,33
8510,1532,39
8511,1532,11
8512,1532,27
8513,1532,10
8514,1532,21
8515,1532,28
8516,1533,2
8517,1533,39
8518,1533,16
8519,1533,5
8520,1533,18
8521,1533,8
8522,1534,8
8523,1534,36
8524,1534,27
8525,1534,5
8526,1534,22
8527,1534,6
8528,1534,24
8529,1535,18
8530,1535,10
8531,1535,15
8532,1535,1
8533,1535,7
8534,1536,15
8535,1536,25
8536,1536,7
8537,1536,8
8538,1536,12
8539,1536,34
8540,1537,20
8541,1537,38
8542,1537,32
8543,1537,7
8544,1537,34
8545,1537,23
8546,1537,19
8547,1537,18
8548,1538,7
8549,1538,4
8550,1538,11
8551,1538,21
8552,1538,25
8553,1538,12
8554,1538,23
8555,1539,35
8556,1539,36
8557,1539,26
8558,1539,31
8559,1539,9
8560,1539,17
8561,1539,1
8562,1539,33
8563,1540,10
8564,1540,9
8565,1540,40
8566,1540,25
8567,1540,18
8568,1540,4
8569,1540,24
8570,1540,16
8571,1541,39
8572,1541,27
8573,1541,30
8574,1541,12
8575,1541,29
8576,1541,23
8577,1541,38
8578,1541,33
8579,1542,18
8580,1542,28
8581,1542,34
8582,1542,15
8583,1542,20
8584,1543,6
8585,1543,20
8586,1543,27
8587,1543,21
8588,1543,40
8589,1543,36
8590,1543,5
8591,1543,16
8592,1544,11
8593,1544,37
8594,1544,4
8595,1545,19
8596,1545,36
8597,1545,32
8598,1546,28
8599,1546,33
8600,1546,9
8601,1547,32
8602,1547,33
8603,1547,35
8604,1547,8
8605,1547,26
8606,1547,1
8607,1548,13
8608,1548,1
8609,1548,28
8610,1548,35
8611,1548,23
8612,1548,16
8613,1548,34
8614,1549,39
8615,1549,3
8616,1549,29
8617,1549,11
8618,1549,34
8619,1549,15
8620,1549,12
8621,1549,5
8622,1550,9
8623,1550,33
8624,1550,23
8625,1550,4
8626,1550,28
8627,1551,25
8628,1551,11
8629,1551,24
8630,1551,8
8631,1551,22
8632,1551,16
8633,1552,8
8634,1552,19
8635,1552,20
8636,1552,31
8637,1552,39
8638,1552,17
8639,1552,14
8640,1553,37
8641,1553,26
8642,1553,14
8643,1554,33
8644,1554,3
8645,1554,30
8646,1554,40
8647,1554,32
8648,1555,23
8649,1555,1
8650,1555,40
8651,1556,22
8652,1556,20
8653,1556,23
8654,1556,7
8655,1556,1
8656,1556,38
8657,1557,12
8658,1557,26
8659,1557,23
8660,1557,1
8661,1557,7
8662,1557,28
8663,1557,32
8664,1557,13
8665,1558,34
8666,1558,33
8667,1558,10
8668,1559,8
8669,1559,32
8670,1559,1
8671,1559,10
8672,1559,17
8673,1559,15
8674,1560,26
8675,1560,24
8676,1560,20
8677,1560,39
8678,1560,28
8679,1560,12
8680,1561,18
8681,1561,7
8682,1561,29
8683,1561,38
8684,1561,11
8685,1561,9
8686,1561,23
8687,1562,28
8688,1562,1
8689,1562,23
8690,1562,13
8691,1562,8
8692,1562,37
8693,1562,19
8694,1562,3
8695,1563,26
8696,1563,27
8697,1563,22
8698,1563,3
8699,1564,13
8700,1564,31
8701,1564,18
8702,1564,8
8703,1565,32
8704,1565,36
8705,1565,40
8706,1565,9
8707,1565,21
8708,1565,26
8709,1566,25
8710,1566,9
8711,1566,8
8712,1566,7
8713,1566,2
8714,1566,39
8715,1566,10
8716,1567,33
8717,1567,1
8718,1567,16
8719,1567,4
8720,1567,22
8721,1568,39
8722,1568,1
8723,1568,28
8724,1568,31
8725,1568,19
8726,1568,36
8727,1569,6
8728,1569,28
8729,1569,16
8730,1569,10
8731,1569,33
8732,1569,12
8733,1570,18
8734,1570,8
8735,1570,17
8736,1570,16
8737,1571,28
8738,1571,13
8739,1571,31
8740,1571,7
8741,1571,33
8742,1571,12
8743,1571,39
8744,1571,10
8745,1572,8
8746,1572,9
8747,1572,26
8748,1572,3
8749,1573,13
8750,1573,10
8751,1573,28
8752,1573,2
8753,1573,40
8754,1574,6
8755,1574,4
8756,1574,25
8757,1574,27
8758,1575,20
8759,1575,15
8760,1575,39
8761,1575,22
8762,1575,28
8763,1575,31
8764,1575,4
8765,1576,28
8766,1576,4
8767,1576,20
8768,1576,8
8769,1576,18
8770,1576,24
8771,1576,36
8772,1577,27
8773,1577,16
8774,1577,21
8775,1577,4
8776,1577,12
8777,1578,1
8778,1578,4
8779,1578,21
8780,1579,19
8781,1579,31
8782,1579,18
8783,1579,39
8784,1580,28
8785,1580,12
8786,1580,17
8787,1581,24
8788,1581,22
8789,1581,20
8790,1581,8
8791,1581,7
8792,1581,1
8793,1582,36
8794,1582,9
8795,1582,22
8796,1582,24
8797,1582,37
8798,1582,34
8799,1582,40
8800,1582,16
8801,1583,18
8802,1583,14
8803,1583,38
8804,1583,25
8805,1583,6
8806,1583,7
8807,1583,9
8808,1583,8
8809,1584,38
8810,1584,13
8811,1584,29
8812,1585,5
8813,1585,35
8814,1585,40
8815,1586,20
8816,1586,31
8817,1586,13
8818,1586,35
8819,1586,10
8820,1587,9
8821,1587,13
8822,1587,27
8823,1588,17
8824,1588,36
8825,1588,23
8826,1588,24
8827,1588,29
8828,1588,8
8829,1588,28
8830,1589,31
8831,1589,27
8832,1589,34
8833,1590,2
8834,1590,11
8835,1590,18
8836,1590,9
8837,1590,19
8838,1590,3
8839,1590,4
8840,1591,13
8841,1591,26
8842,1591,32
8843,1591,35
8844,1591,33
8845,1591,5
8846,1591,11
8847,1591,29
8848,1592,25
8849,1592,36
8850,1592,40
8851,1592,26
8852,1592,18
8853,1592,14
8854,1592,12
8855,1593,11
8856,1593,37
8857,1593,14
8858,1594,1
8859,1594,33
8860,1594,30
8861,1594,39
8862,1594,34
8863,1594,17
8864,1594,20
8865,1595,19
8866,1595,18
8867,1595,36
8868,1595,8
8869,1596,15
8870,1596,3
8871,1596,35
8872,1596,16
8873,1597,3
8874,1597,10
8875,1597,18
8876,1597,9
8877,1597,4
8878,1598,16
8879,1598,14
8880,1598,35
8881,1598,8
8882,1598,1
8883,1598,23
8884,1598,24
8885,1598,21
8886,1599,36
8887,1599,17
8888,1599,9
8889,1600,40
8890,1600,19
8891,1600,21
8892,1600,4
8893,1600,1
8894,1600,23
8895,1601,18
8896,1601,12
8897,1601,17
8898,1601,2
8899,1602,38
8900,1602,7
8901,1602,25
8902,1602,17
8903,1602,36
8904,1602,14
8905,1602,29
8906,1603,21
8907,1603,18
8908,1603,14
8909,1603,38
8910,1604,26
8911,1604,10
8912,1604,29
8913,1604,15
8914,1604,28
8915,1604,24
8916,1604,39
8917,1604,31
8918,1605,32
8919,1605,12
8920,1605,30
8921,1606,12
8922,1606,13
8923,1606,37
8924,1606,32
8925,1607,12
8926,1607,19
8927,1607,2
8928,1607,20
8929,1607,11
8930,1607,40
8931,1607,26
8932,1607,13
8933,1608,10
8934,1608,5
8935,1608,28
8936,1609,30
8937,1609,26
8938,1609,7
8939,1609,34
8940,1610,1
8941,1610,39
8942,1610,7
8943,1610,25
8944,1611,2
8945,1611,8
8946,1611,1
8947,1611,3
8948,1611,9
8949,1611,16
8950,1612,18
8951,1612,10
8952,1612,39
8953,1613,1
8954,1613,7
8955,1613,35
8956,1614,22
8957,1614,6
8958,1614,13
8959,1614,9
8960,1614,31
8961,1614,29
8962,1614,11
8963,1614,20
8964,1615,31
8965,1615,10
8966,1615,16
8967,1615,4
8968,1615,35
8969,1616,18
8970,1616,35
8971,1616,8
8972,1616,2
8973,1616,3
8974,1616,7
8975,1616,19
8976,1616,39
8977,1617,27
8978,1617,10
8979,1617,1
8980,1617,15
8981,1617,2
8982,1617,37
8983,1617,28
8984,1618,10
8985,1618,23
8986,1618,19
8987,1618,15
8988,1618,25
8989,1618,8
8990,1619,11
8991,1619,8
8992,1619,15
8993,1619,7
8994,1619,19
8995,1619,23
8996,1620,40
8997,1620,22
8998,1620,8
8999,1621,6
9000,1621,3
9001,1621,39
9002,1621,10
9003,1621,12
9004,1622,34
9005,1622,22
9006,1622,12
9007,1622,28
9008,1622,10
9009,1622,20
9010,1623,19
9011,1623,23
9012,1623,7
9013,1623,18
9014,1623,32
9015,1623,24
9016,1623,17
9017,1624,5
9018,1624,1
9019,1624,10
9020,1624,38
9021,1624,21
9022,1624,37
9023,1624,25
9024,1624,29
9025,1625,31
9026,1625,5
9027,1625,8
9028,1625,37
9029,1625,28
9030,1625,18
9031,1625,10
9032,1625,6
9033,1626,9
9034,1626,12
9035,1626,25
9036,1626,23
9037,1626,21
9038,1627,28
9039,1627,31
9040,1627,27
9041,1627,22
9042,1627,9
9043,1627,16
9044,1628,27
9045,1628,36
9046,1628,32
9047,1628,35
9048,1628,37
9049,1628,38
9050,1629,35
9051,1629,15
9052,1629,25
9053,1629,6
9054,1629,27
9055,1629,34
9056,1629,39
9057,1630,6
9058,1630,16
9059,1630,24
9060,1630,1
9061,1630,14
9062,1630,2
9063,1630,38
9064,1630,31
9065,1631,8
9066,1631,4
9067,1631,23
9068,1631,24
9069,1632,19
9070,1632,30
9071,1632,10
9072,1632,36
9073,1633,16
9074,1633,14
9075,1633,15
9076,1633,4
9077,1633,9
9078,1633,8
9079,1634,10
9080,1634,25
9081,1634,2
9082,1634,28
9083,1634,24
9084,1634,4
9085,1634,7
9086,1634,5
9087,1635,39
9088,1635,11
9089,1635,2
9090,1635,10
9091,1635,24
9092,1635,37
9093,1636,16
9094,1636,5
9095,1636,1
9096,1637,27
9097,1637,10
9098,1637,12
9099,1637,31
9100,1637,9
9101,1637,34
9102,1637,20
9103,1638,27
9104,1638,22
9105,1638,29
9106,1638,1
9107,1638,19
9108,1638,8
9109,1639,4
9110,1639,3
9111,1639,39
9112,1639,12
9113,1640,11
9114,1640,1
9115,1640,26
9116,1640,28
9117,1640,30
9118,1640,17
9119,1640,33
9120,1641,15
9121,1641,28
9122,1641,11
9123,1641,18
9124,1641,6
9125,1642,25
9126,1642,9
9127,1642,14
9128,1642,26
9129,1642,4
9130,1642,15
9131,1642,37
9132,1643,36
9133,1643,39
9134,1643,5
9135,1643,30
9136,1644,21
9137,1644,26
9138,1644,25
9139,1644,11
9140,1644,4
9141,1644,24
9142,1645,28
9143,1645,13
9144,1645,18
9145,1645,7
9146,1645,37
9147,1645,5
9148,1645,24
9149,1645,22
9150,1646,16
9151,1646,19
9152,1646,11
9153,1647,7
9154,1647,5
9155,1647,14
9156,1647,1
9157,1647,20
9158,1647,13
9159,1647,35
9160,1648,3
9161,1648,16
9162,1648,18
9163,1648,6
9164,1648,40
9165,1648,31
9166,1648,36
9167,1648,4
9168,1649,6
9169,1649,20
9170,1649,1
9171,1649,23
9172,1649,19
9173,1650,33
9174,1650,13
9175,1650,21
