actividad_id,dia_semana,hora_inicio,hora_fin
7581,6,08:00,14:00
4044,0,09:00,17:00
4044,1,08:00,16:00
4044,2,11:00,19:00
4044,3,12:00,20:00
4044,4,13:00,21:00
4044,5,13:00,19:00
7681,0,08:00,16:00
7681,1,10:00,18:00
7681,2,08:00,16:00
7681,3,12:00,20:00
7681,4,12:00,20:00
7681,5,10:00,16:00
15389,0,08:00,16:00
15389,1,10:00,18:00
15389,2,07:00,15:00
15389,3,10:00,18:00
15389,4,08:00,16:00
15389,5,10:00,16:00
7859,0,13:00,21:00
7859,1,13:00,21:00
7859,2,08:00,16:00
7859,3,08:00,16:00
7859,4,11:00,19:00
17630,0,12:00,20:00
17630,1,08:00,16:00
17630,2,12:00,20:00
17630,3,09:00,17:00
17630,4,07:00,15:00
17630,5,09:00,15:00
434,0,08:00,16:00
434,1,13:00,21:00
434,2,10:00,18:00
434,3,12:00,20:00
434,4,11:00,19:00
22385,0,07:00,15:00
22385,1,08:00,16:00
22385,2,07:00,15:00
22385,3,10:00,18:00
22385,4,08:00,16:00
4085,0,12:00,20:00
4085,1,10:00,18:00
4085,2,07:00,15:00
4085,3,12:00,20:00
4085,4,11:00,19:00
4085,5,08:00,14:00
19561,0,13:00,21:00
19561,1,13:00,21:00
19561,2,07:00,15:00
19561,3,11:00,19:00
19561,4,07:00,15:00
19561,5,10:00,16:00
19561,6,10:00,16:00
8130,0,07:00,15:00
8130,1,13:00,21:00
8130,2,07:00,15:00
8130,3,13:00,21:00
8130,4,13:00,21:00
1536,0,07:00,15:00
1536,1,08:00,16:00
1536,2,08:00,16:00
1536,3,13:00,21:00
1536,4,07:00,15:00
1536,5,09:00,15:00
1536,6,08:00,14:00
15287,0,11:00,19:00
15287,1,07:00,15:00
15287,2,13:00,21:00
15287,3,07:00,15:00
15287,4,13:00,21:00
15287,5,07:00,13:00
15287,6,11:00,17:00
1273,0,13:00,21:00
1273,1,09:00,17:00
1273,2,13:00,21:00
1273,3,12:00,20:00
1273,4,07:00,15:00
1273,5,08:00,14:00
1273,6,08:00,14:00
11141,0,13:00,21:00
11141,1,11:00,19:00
11141,2,10:00,18:00
11141,3,13:00,21:00
11141,4,08:00,16:00
11141,5,09:00,15:00
12442,0,10:00,18:00
12442,1,08:00,16:00
12442,2,08:00,16:00
12442,3,07:00,15:00
12442,4,11:00,19:00
12442,5,12:00,18:00
13836,0,12:00,20:00
13836,1,11:00,19:00
13836,2,07:00,15:00
13836,3,07:00,15:00
13836,4,13:00,21:00
13836,5,07:00,13:00
11431,0,11:00,19:00
11431,1,09:00,17:00
11431,2,07:00,15:00
11431,3,11:00,19:00
11431,4,13:00,21:00
10075,0,08:00,16:00
10075,1,07:00,15:00
10075,2,08:00,16:00
10075,3,07:00,15:00
10075,4,08:00,16:00
10075,5,10:00,16:00
3419,0,08:00,16:00
3419,1,09:00,17:00
3419,2,12:00,20:00
3419,3,09:00,17:00
3419,4,08:00,16:00
3419,5,12:00,18:00
19314,0,12:00,20:00
19314,1,12:00,20:00
19314,2,13:00,21:00
19314,3,07:00,15:00
19314,4,10:00,18:00
19314,5,08:00,14:00
12314,0,08:00,16:00
12314,1,07:00,15:00
12314,2,09:00,17:00
12314,3,09:00,17:00
12314,4,07:00,15:00
7555,0,09:00,17:00
7555,1,07:00,15:00
7555,2,09:00,17:00
7555,3,07:00,15:00
7555,4,07:00,15:00
7555,5,11:00,17:00
7555,6,08:00,14:00
16258,0,10:00,18:00
16258,1,11:00,19:00
16258,2,09:00,17:00
16258,3,11:00,19:00
16258,4,08:00,16:00
10671,0,10:00,18:00
10671,1,08:00,16:00
10671,2,12:00,20:00
10671,3,12:00,20:00
10671,4,09:00,17:00
10671,5,11:00,17:00
10671,6,13:00,19:00
9743,0,09:00,17:00
9743,1,07:00,15:00
9743,2,09:00,17:00
9743,3,10:00,18:00
9743,4,12:00,20:00
9743,5,09:00,15:00
18817,0,13:00,21:00
18817,1,12:00,20:00
18817,2,13:00,21:00
18817,3,07:00,15:00
18817,4,13:00,21:00
18817,5,07:00,13:00
21463,0,13:00,21:00
21463,1,12:00,20:00
21463,2,08:00,16:00
21463,3,09:00,17:00
21463,4,08:00,16:00
17848,0,10:00,18:00
17848,1,12:00,20:00
17848,2,13:00,21:00
17848,3,13:00,21:00
17848,4,10:00,18:00
17848,5,13:00,19:00
19835,0,07:00,15:00
19835,1,11:00,19:00
19835,2,10:00,18:00
19835,3,12:00,20:00
19835,4,09:00,17:00
5043,0,07:00,15:00
5043,1,09:00,17:00
5043,2,08:00,16:00
5043,3,08:00,16:00
5043,4,13:00,21:00
8980,0,09:00,17:00
8980,1,09:00,17:00
8980,2,10:00,18:00
8980,3,10:00,18:00
8980,4,10:00,18:00
8980,5,12:00,18:00
9596,0,11:00,19:00
9596,1,13:00,21:00
9596,2,12:00,20:00
9596,3,09:00,17:00
9596,4,08:00,16:00
9596,5,13:00,19:00
9225,0,08:00,16:00
9225,1,10:00,18:00
9225,2,10:00,18:00
9225,3,11:00,19:00
9225,4,10:00,18:00
9225,5,11:00,17:00
9225,6,11:00,17:00
6816,0,11:00,19:00
6816,1,11:00,19:00
6816,2,13:00,21:00
6816,3,08:00,16:00
6816,4,10:00,18:00
6816,5,07:00,13:00
20864,0,12:00,20:00
20864,1,10:00,18:00
20864,2,11:00,19:00
20864,3,11:00,19:00
20864,4,13:00,21:00
20864,5,12:00,18:00
20864,6,13:00,19:00
9887,0,08:00,16:00
9887,1,12:00,20:00
9887,2,07:00,15:00
9887,3,08:00,16:00
9887,4,09:00,17:00
9887,5,07:00,13:00
9887,6,08:00,14:00
6626,0,09:00,17:00
6626,1,11:00,19:00
6626,2,10:00,18:00
6626,3,08:00,16:00
6626,4,07:00,15:00
16883,0,09:00,17:00
16883,1,09:00,17:00
16883,2,13:00,21:00
16883,3,13:00,21:00
16883,4,13:00,21:00
13874,0,09:00,17:00
13874,1,10:00,18:00
13874,2,08:00,16:00
13874,3,13:00,21:00
13874,4,13:00,21:00
19220,0,10:00,18:00
19220,1,08:00,16:00
19220,2,08:00,16:00
19220,3,13:00,21:00
19220,4,08:00,16:00
19220,5,07:00,13:00
19220,6,12:00,18:00
14583,0,07:00,15:00
14583,1,12:00,20:00
14583,2,12:00,20:00
14583,3,08:00,16:00
14583,4,10:00,18:00
8411,0,07:00,15:00
8411,1,12:00,20:00
8411,2,10:00,18:00
8411,3,09:00,17:00
8411,4,07:00,15:00
8411,5,12:00,18:00
8411,6,07:00,13:00
10740,0,11:00,19:00
10740,1,07:00,15:00
10740,2,10:00,18:00
10740,3,13:00,21:00
10740,4,11:00,19:00
10740,5,13:00,19:00
10740,6,08:00,14:00
13777,0,08:00,16:00
13777,1,09:00,17:00
13777,2,08:00,16:00
13777,3,07:00,15:00
13777,4,08:00,16:00
19068,0,07:00,15:00
19068,1,11:00,19:00
19068,2,13:00,21:00
19068,3,13:00,21:00
19068,4,10:00,18:00
21618,0,13:00,21:00
21618,1,08:00,16:00
21618,2,10:00,18:00
21618,3,12:00,20:00
21618,4,08:00,16:00
5365,0,11:00,19:00
5365,1,12:00,20:00
5365,2,09:00,17:00
5365,3,10:00,18:00
5365,4,10:00,18:00
5365,5,12:00,18:00
5365,6,09:00,15:00
6613,0,13:00,21:00
6613,1,12:00,20:00
6613,2,12:00,20:00
6613,3,07:00,15:00
6613,4,09:00,17:00
6613,5,07:00,13:00
9153,0,07:00,15:00
9153,1,12:00,20:00
9153,2,07:00,15:00
9153,3,11:00,19:00
9153,4,13:00,21:00
11051,0,11:00,19:00
11051,1,08:00,16:00
11051,2,07:00,15:00
11051,3,10:00,18:00
11051,4,13:00,21:00
21601,0,12:00,20:00
21601,1,10:00,18:00
21601,2,11:00,19:00
21601,3,12:00,20:00
21601,4,13:00,21:00
21601,5,09:00,15:00
7222,0,11:00,19:00
7222,1,09:00,17:00
7222,2,12:00,20:00
7222,3,08:00,16:00
7222,4,10:00,18:00
7222,5,08:00,14:00
7222,6,09:00,15:00
7168,0,11:00,19:00
7168,1,10:00,18:00
7168,2,08:00,16:00
7168,3,12:00,20:00
7168,4,08:00,16:00
12417,0,11:00,19:00
12417,1,07:00,15:00
12417,2,08:00,16:00
12417,3,10:00,18:00
12417,4,08:00,16:00
12417,5,13:00,19:00
309,0,11:00,19:00
309,1,11:00,19:00
309,2,13:00,21:00
309,3,07:00,15:00
309,4,13:00,21:00
309,5,12:00,18:00
309,6,10:00,16:00
5504,0,09:00,17:00
5504,1,12:00,20:00
5504,2,12:00,20:00
5504,3,10:00,18:00
5504,4,13:00,21:00
5504,5,10:00,16:00
10139,0,07:00,15:00
10139,1,13:00,21:00
10139,2,09:00,17:00
10139,3,12:00,20:00
10139,4,10:00,18:00
5854,0,09:00,17:00
5854,1,07:00,15:00
5854,2,07:00,15:00
5854,3,07:00,15:00
5854,4,09:00,17:00
14906,0,13:00,21:00
14906,1,13:00,21:00
14906,2,09:00,17:00
14906,3,07:00,15:00
14906,4,08:00,16:00
14906,5,09:00,15:00
14906,6,08:00,14:00
16179,0,07:00,15:00
16179,1,07:00,15:00
16179,2,08:00,16:00
16179,3,11:00,19:00
16179,4,07:00,15:00
16179,5,13:00,19:00
16179,6,09:00,15:00
11009,0,11:00,19:00
11009,1,08:00,16:00
11009,2,12:00,20:00
11009,3,07:00,15:00
11009,4,08:00,16:00
19671,0,07:00,15:00
19671,1,11:00,19:00
19671,2,11:00,19:00
19671,3,07:00,15:00
19671,4,11:00,19:00
19671,5,13:00,19:00
12248,0,07:00,15:00
12248,1,07:00,15:00
12248,2,09:00,17:00
12248,3,07:00,15:00
12248,4,09:00,17:00
12248,5,07:00,13:00
2767,0,13:00,21:00
2767,1,09:00,17:00
2767,2,10:00,18:00
2767,3,11:00,19:00
2767,4,08:00,16:00
2767,5,09:00,15:00
17867,0,12:00,20:00
17867,1,09:00,17:00
17867,2,08:00,16:00
17867,3,12:00,20:00
17867,4,12:00,20:00
17867,5,07:00,13:00
5744,0,10:00,18:00
5744,1,12:00,20:00
5744,2,11:00,19:00
5744,3,07:00,15:00
5744,4,11:00,19:00
5744,5,13:00,19:00
15747,0,07:00,15:00
15747,1,11:00,19:00
15747,2,13:00,21:00
15747,3,10:00,18:00
15747,4,10:00,18:00
18993,0,13:00,21:00
18993,1,13:00,21:00
18993,2,07:00,15:00
18993,3,09:00,17:00
18993,4,08:00,16:00
18993,5,08:00,14:00
18993,6,12:00,18:00
6915,0,07:00,15:00
6915,1,12:00,20:00
6915,2,07:00,15:00
6915,3,12:00,20:00
6915,4,08:00,16:00
6915,5,08:00,14:00
12989,0,12:00,20:00
12989,1,08:00,16:00
12989,2,13:00,21:00
12989,3,12:00,20:00
12989,4,08:00,16:00
12989,5,11:00,17:00
12989,6,11:00,17:00
22409,0,11:00,19:00
22409,1,12:00,20:00
22409,2,11:00,19:00
22409,3,13:00,21:00
22409,4,09:00,17:00
22409,5,10:00,16:00
22409,6,13:00,19:00
5283,0,09:00,17:00
5283,1,09:00,17:00
5283,2,09:00,17:00
5283,3,11:00,19:00
5283,4,13:00,21:00
352,0,07:00,15:00
352,1,12:00,20:00
352,2,13:00,21:00
352,3,12:00,20:00
352,4,10:00,18:00
352,5,08:00,14:00
9673,0,11:00,19:00
9673,1,11:00,19:00
9673,2,07:00,15:00
9673,3,08:00,16:00
9673,4,11:00,19:00
12670,0,10:00,18:00
12670,1,07:00,15:00
12670,2,13:00,21:00
12670,3,07:00,15:00
12670,4,08:00,16:00
12670,5,13:00,19:00
12670,6,13:00,19:00
10382,0,11:00,19:00
10382,1,13:00,21:00
10382,2,13:00,21:00
10382,3,13:00,21:00
10382,4,07:00,15:00
10382,5,10:00,16:00
11508,0,10:00,18:00
11508,1,09:00,17:00
11508,2,08:00,16:00
11508,3,09:00,17:00
11508,4,08:00,16:00
19634,0,09:00,17:00
19634,1,11:00,19:00
19634,2,09:00,17:00
19634,3,09:00,17:00
19634,4,07:00,15:00
9335,0,08:00,16:00
9335,1,12:00,20:00
9335,2,13:00,21:00
9335,3,10:00,18:00
9335,4,09:00,17:00
12148,0,09:00,17:00
12148,1,13:00,21:00
12148,2,10:00,18:00
12148,3,12:00,20:00
12148,4,08:00,16:00
12148,5,07:00,13:00
1167,0,10:00,18:00
1167,1,07:00,15:00
1167,2,09:00,17:00
1167,3,13:00,21:00
1167,4,09:00,17:00
1167,5,10:00,16:00
1167,6,10:00,16:00
18966,0,12:00,20:00
18966,1,08:00,16:00
18966,2,10:00,18:00
18966,3,09:00,17:00
18966,4,11:00,19:00
18966,5,13:00,19:00
18966,6,11:00,17:00
21115,0,09:00,17:00
21115,1,07:00,15:00
21115,2,12:00,20:00
21115,3,10:00,18:00
21115,4,11:00,19:00
21115,5,10:00,16:00
10843,0,12:00,20:00
10843,1,07:00,15:00
10843,2,11:00,19:00
10843,3,12:00,20:00
10843,4,07:00,15:00
10843,5,12:00,18:00
12387,0,12:00,20:00
12387,1,13:00,21:00
12387,2,11:00,19:00
12387,3,07:00,15:00
12387,4,08:00,16:00
9040,0,09:00,17:00
9040,1,10:00,18:00
9040,2,08:00,16:00
9040,3,11:00,19:00
9040,4,10:00,18:00
10313,0,08:00,16:00
10313,1,10:00,18:00
10313,2,13:00,21:00
10313,3,10:00,18:00
10313,4,12:00,20:00
18660,0,09:00,17:00
18660,1,10:00,18:00
18660,2,10:00,18:00
18660,3,12:00,20:00
18660,4,11:00,19:00
13748,0,07:00,15:00
13748,1,07:00,15:00
13748,2,08:00,16:00
13748,3,12:00,20:00
13748,4,07:00,15:00
13748,5,10:00,16:00
3802,0,08:00,16:00
3802,1,10:00,18:00
3802,2,09:00,17:00
3802,3,07:00,15:00
3802,4,09:00,17:00
3802,5,09:00,15:00
10674,0,10:00,18:00
10674,1,08:00,16:00
10674,2,12:00,20:00
10674,3,12:00,20:00
10674,4,10:00,18:00
10674,5,07:00,13:00
10674,6,09:00,15:00
721,0,07:00,15:00
721,1,11:00,19:00
721,2,08:00,16:00
721,3,10:00,18:00
721,4,08:00,16:00
721,5,12:00,18:00
12588,0,09:00,17:00
12588,1,11:00,19:00
12588,2,07:00,15:00
12588,3,11:00,19:00
12588,4,13:00,21:00
55,0,07:00,15:00
55,1,13:00,21:00
55,2,09:00,17:00
55,3,13:00,21:00
55,4,10:00,18:00
55,5,10:00,16:00
2699,0,07:00,15:00
2699,1,08:00,16:00
2699,2,13:00,21:00
2699,3,07:00,15:00
2699,4,13:00,21:00
16102,0,10:00,18:00
16102,1,09:00,17:00
16102,2,09:00,17:00
16102,3,12:00,20:00
16102,4,08:00,16:00
16102,5,07:00,13:00
16102,6,08:00,14:00
5849,0,09:00,17:00
5849,1,10:00,18:00
5849,2,07:00,15:00
5849,3,09:00,17:00
5849,4,13:00,21:00
12408,0,10:00,18:00
12408,1,13:00,21:00
12408,2,10:00,18:00
12408,3,11:00,19:00
12408,4,08:00,16:00
12408,5,12:00,18:00
12408,6,09:00,15:00
12595,0,13:00,21:00
12595,1,07:00,15:00
12595,2,07:00,15:00
12595,3,10:00,18:00
12595,4,09:00,17:00
3972,0,08:00,16:00
3972,1,08:00,16:00
3972,2,09:00,17:00
3972,3,10:00,18:00
3972,4,10:00,18:00
3972,5,10:00,16:00
20743,0,12:00,20:00
20743,1,13:00,21:00
20743,2,08:00,16:00
20743,3,12:00,20:00
20743,4,10:00,18:00
20743,5,09:00,15:00
20743,6,12:00,18:00
21155,0,10:00,18:00
21155,1,13:00,21:00
21155,2,07:00,15:00
21155,3,11:00,19:00
21155,4,13:00,21:00
21155,5,11:00,17:00
21155,6,08:00,14:00
6096,0,12:00,20:00
6096,1,12:00,20:00
6096,2,11:00,19:00
6096,3,11:00,19:00
6096,4,08:00,16:00
11063,0,12:00,20:00
11063,1,13:00,21:00
11063,2,12:00,20:00
11063,3,12:00,20:00
11063,4,13:00,21:00
11063,5,12:00,18:00
20904,0,09:00,17:00
20904,1,07:00,15:00
20904,2,08:00,16:00
20904,3,10:00,18:00
20904,4,08:00,16:00
20904,5,10:00,16:00
20904,6,13:00,19:00
14101,0,07:00,15:00
14101,1,13:00,21:00
14101,2,12:00,20:00
14101,3,10:00,18:00
14101,4,09:00,17:00
14101,5,11:00,17:00
13006,0,07:00,15:00
13006,1,10:00,18:00
13006,2,13:00,21:00
13006,3,13:00,21:00
13006,4,08:00,16:00
13006,5,12:00,18:00
13006,6,10:00,16:00
479,0,11:00,19:00
479,1,07:00,15:00
479,2,07:00,15:00
479,3,08:00,16:00
479,4,12:00,20:00
479,5,08:00,14:00
479,6,10:00,16:00
1372,0,11:00,19:00
1372,1,13:00,21:00
1372,2,08:00,16:00
1372,3,11:00,19:00
1372,4,10:00,18:00
1372,5,08:00,14:00
1372,6,09:00,15:00
15134,0,08:00,16:00
15134,1,12:00,20:00
15134,2,11:00,19:00
15134,3,07:00,15:00
15134,4,09:00,17:00
231,0,07:00,15:00
231,1,09:00,17:00
231,2,09:00,17:00
231,3,11:00,19:00
231,4,13:00,21:00
231,5,13:00,19:00
3508,0,12:00,20:00
3508,1,10:00,18:00
3508,2,12:00,20:00
3508,3,10:00,18:00
3508,4,10:00,18:00
10856,0,09:00,17:00
10856,1,09:00,17:00
10856,2,13:00,21:00
10856,3,11:00,19:00
10856,4,10:00,18:00
10856,5,11:00,17:00
4526,0,07:00,15:00
4526,1,08:00,16:00
4526,2,10:00,18:00
4526,3,10:00,18:00
4526,4,09:00,17:00
4526,5,08:00,14:00
22189,0,11:00,19:00
22189,1,08:00,16:00
22189,2,11:00,19:00
22189,3,10:00,18:00
22189,4,10:00,18:00
22189,5,09:00,15:00
22189,6,13:00,19:00
10084,0,12:00,20:00
10084,1,12:00,20:00
10084,2,10:00,18:00
10084,3,12:00,20:00
10084,4,09:00,17:00
10084,5,12:00,18:00
10084,6,11:00,17:00
6199,0,07:00,15:00
6199,1,13:00,21:00
6199,2,13:00,21:00
6199,3,07:00,15:00
6199,4,07:00,15:00
3708,0,07:00,15:00
3708,1,11:00,19:00
3708,2,10:00,18:00
3708,3,07:00,15:00
3708,4,10:00,18:00
3708,5,12:00,18:00
3708,6,13:00,19:00
3523,0,11:00,19:00
3523,1,07:00,15:00
3523,2,12:00,20:00
3523,3,10:00,18:00
3523,4,11:00,19:00
3523,5,11:00,17:00
3523,6,13:00,19:00
3690,0,12:00,20:00
3690,1,09:00,17:00
3690,2,13:00,21:00
3690,3,10:00,18:00
3690,4,08:00,16:00
18741,0,13:00,21:00
18741,1,10:00,18:00
18741,2,11:00,19:00
18741,3,10:00,18:00
18741,4,07:00,15:00
7503,0,13:00,21:00
7503,1,10:00,18:00
7503,2,07:00,15:00
7503,3,09:00,17:00
7503,4,13:00,21:00
11204,0,10:00,18:00
11204,1,13:00,21:00
11204,2,12:00,20:00
11204,3,12:00,20:00
11204,4,13:00,21:00
11204,5,12:00,18:00
14282,0,07:00,15:00
14282,1,09:00,17:00
14282,2,13:00,21:00
14282,3,08:00,16:00
14282,4,11:00,19:00
14282,5,09:00,15:00
10390,0,12:00,20:00
10390,1,09:00,17:00
10390,2,09:00,17:00
10390,3,13:00,21:00
10390,4,13:00,21:00
10390,5,10:00,16:00
195,0,08:00,16:00
195,1,07:00,15:00
195,2,10:00,18:00
195,3,07:00,15:00
195,4,07:00,15:00
195,5,07:00,13:00
195,6,08:00,14:00
8982,0,13:00,21:00
8982,1,13:00,21:00
8982,2,11:00,19:00
8982,3,13:00,21:00
8982,4,12:00,20:00
8982,5,11:00,17:00
7377,0,09:00,17:00
7377,1,08:00,16:00
7377,2,11:00,19:00
7377,3,10:00,18:00
7377,4,08:00,16:00
7377,5,11:00,17:00
17802,0,08:00,16:00
17802,1,11:00,19:00
17802,2,12:00,20:00
17802,3,10:00,18:00
17802,4,13:00,21:00
17802,5,07:00,13:00
8764,0,10:00,18:00
8764,1,08:00,16:00
8764,2,12:00,20:00
8764,3,10:00,18:00
8764,4,12:00,20:00
8764,5,08:00,14:00
8764,6,10:00,16:00
11415,0,11:00,19:00
11415,1,08:00,16:00
11415,2,10:00,18:00
11415,3,08:00,16:00
11415,4,07:00,15:00
11415,5,12:00,18:00
10116,0,11:00,19:00
10116,1,07:00,15:00
10116,2,12:00,20:00
10116,3,11:00,19:00
10116,4,13:00,21:00
3610,0,13:00,21:00
3610,1,13:00,21:00
3610,2,12:00,20:00
3610,3,09:00,17:00
3610,4,13:00,21:00
3610,5,11:00,17:00
1871,0,09:00,17:00
1871,1,08:00,16:00
1871,2,07:00,15:00
1871,3,07:00,15:00
1871,4,07:00,15:00
15020,0,07:00,15:00
15020,1,12:00,20:00
15020,2,13:00,21:00
15020,3,11:00,19:00
15020,4,08:00,16:00
15020,5,07:00,13:00
6550,0,12:00,20:00
6550,1,11:00,19:00
6550,2,07:00,15:00
6550,3,11:00,19:00
6550,4,10:00,18:00
6550,5,07:00,13:00
6550,6,12:00,18:00
22376,0,08:00,16:00
22376,1,10:00,18:00
22376,2,12:00,20:00
22376,3,12:00,20:00
22376,4,13:00,21:00
22376,5,09:00,15:00
22376,6,08:00,14:00
8466,0,12:00,20:00
8466,1,08:00,16:00
8466,2,09:00,17:00
8466,3,08:00,16:00
8466,4,11:00,19:00
15627,0,12:00,20:00
15627,1,13:00,21:00
15627,2,13:00,21:00
15627,3,13:00,21:00
15627,4,10:00,18:00
587,0,12:00,20:00
587,1,07:00,15:00
587,2,09:00,17:00
587,3,07:00,15:00
587,4,08:00,16:00
587,5,12:00,18:00
11406,0,12:00,20:00
11406,1,11:00,19:00
11406,2,13:00,21:00
11406,3,07:00,15:00
11406,4,07:00,15:00
8808,0,11:00,19:00
8808,1,07:00,15:00
8808,2,07:00,15:00
8808,3,08:00,16:00
8808,4,09:00,17:00
8808,5,09:00,15:00
13061,0,07:00,15:00
13061,1,07:00,15:00
13061,2,10:00,18:00
13061,3,13:00,21:00
13061,4,09:00,17:00
14618,0,10:00,18:00
14618,1,07:00,15:00
14618,2,10:00,18:00
14618,3,13:00,21:00
14618,4,07:00,15:00
20554,0,07:00,15:00
20554,1,10:00,18:00
20554,2,12:00,20:00
20554,3,07:00,15:00
20554,4,08:00,16:00
20554,5,12:00,18:00
15866,0,10:00,18:00
15866,1,09:00,17:00
15866,2,12:00,20:00
15866,3,10:00,18:00
15866,4,13:00,21:00
15866,5,08:00,14:00
514,0,09:00,17:00
514,1,07:00,15:00
514,2,08:00,16:00
514,3,12:00,20:00
514,4,11:00,19:00
19619,0,11:00,19:00
19619,1,13:00,21:00
19619,2,07:00,15:00
19619,3,07:00,15:00
19619,4,09:00,17:00
19619,5,09:00,15:00
19619,6,10:00,16:00
20463,0,11:00,19:00
20463,1,11:00,19:00
20463,2,07:00,15:00
20463,3,08:00,16:00
20463,4,11:00,19:00
20463,5,12:00,18:00
20463,6,09:00,15:00
19635,0,08:00,16:00
19635,1,11:00,19:00
19635,2,07:00,15:00
19635,3,11:00,19:00
19635,4,07:00,15:00
1912,0,11:00,19:00
1912,1,13:00,21:00
1912,2,08:00,16:00
1912,3,08:00,16:00
1912,4,13:00,21:00
1912,5,09:00,15:00
1912,6,07:00,13:00
14433,0,07:00,15:00
14433,1,09:00,17:00
14433,2,08:00,16:00
14433,3,08:00,16:00
14433,4,07:00,15:00
17658,0,12:00,20:00
17658,1,08:00,16:00
17658,2,09:00,17:00
17658,3,09:00,17:00
17658,4,10:00,18:00
17658,5,08:00,14:00
17658,6,07:00,13:00
312,0,12:00,20:00
312,1,11:00,19:00
312,2,12:00,20:00
312,3,09:00,17:00
312,4,10:00,18:00
312,5,12:00,18:00
16564,0,10:00,18:00
16564,1,11:00,19:00
16564,2,10:00,18:00
16564,3,08:00,16:00
16564,4,09:00,17:00
16564,5,08:00,14:00
1188,0,12:00,20:00
1188,1,13:00,21:00
1188,2,12:00,20:00
1188,3,09:00,17:00
1188,4,10:00,18:00
9251,0,11:00,19:00
9251,1,13:00,21:00
9251,2,13:00,21:00
9251,3,11:00,19:00
9251,4,09:00,17:00
10529,0,13:00,21:00
10529,1,08:00,16:00
10529,2,12:00,20:00
10529,3,10:00,18:00
10529,4,10:00,18:00
10581,0,10:00,18:00
10581,1,11:00,19:00
10581,2,12:00,20:00
10581,3,09:00,17:00
10581,4,13:00,21:00
10581,5,09:00,15:00
1348,0,07:00,15:00
1348,1,11:00,19:00
1348,2,10:00,18:00
1348,3,10:00,18:00
1348,4,08:00,16:00
1348,5,11:00,17:00
1348,6,09:00,15:00
15852,0,12:00,20:00
15852,1,13:00,21:00
15852,2,07:00,15:00
15852,3,10:00,18:00
15852,4,08:00,16:00
15852,5,07:00,13:00
13592,0,09:00,17:00
13592,1,11:00,19:00
13592,2,10:00,18:00
13592,3,09:00,17:00
13592,4,11:00,19:00
13592,5,13:00,19:00
13592,6,12:00,18:00
13216,0,09:00,17:00
13216,1,10:00,18:00
13216,2,07:00,15:00
13216,3,07:00,15:00
13216,4,08:00,16:00
13216,5,13:00,19:00
13216,6,09:00,15:00
18171,0,13:00,21:00
18171,1,08:00,16:00
18171,2,09:00,17:00
18171,3,08:00,16:00
18171,4,07:00,15:00
18171,5,08:00,14:00
18795,0,09:00,17:00
18795,1,09:00,17:00
18795,2,08:00,16:00
18795,3,13:00,21:00
18795,4,09:00,17:00
18795,5,07:00,13:00
18795,6,07:00,13:00
9963,0,12:00,20:00
9963,1,07:00,15:00
9963,2,12:00,20:00
9963,3,09:00,17:00
9963,4,08:00,16:00
9963,5,10:00,16:00
17208,0,13:00,21:00
17208,1,09:00,17:00
17208,2,08:00,16:00
17208,3,11:00,19:00
17208,4,07:00,15:00
17208,5,10:00,16:00
17208,6,09:00,15:00
12844,0,08:00,16:00
12844,1,11:00,19:00
12844,2,08:00,16:00
12844,3,07:00,15:00
12844,4,11:00,19:00
12844,5,09:00,15:00
12844,6,12:00,18:00
10676,0,13:00,21:00
10676,1,13:00,21:00
10676,2,12:00,20:00
10676,3,07:00,15:00
10676,4,11:00,19:00
10676,5,12:00,18:00
10676,6,10:00,16:00
8395,0,13:00,21:00
8395,1,10:00,18:00
8395,2,09:00,17:00
8395,3,13:00,21:00
8395,4,09:00,17:00
8395,5,08:00,14:00
8395,6,08:00,14:00
15632,0,13:00,21:00
15632,1,10:00,18:00
15632,2,10:00,18:00
15632,3,07:00,15:00
15632,4,09:00,17:00
6649,0,07:00,15:00
6649,1,07:00,15:00
6649,2,10:00,18:00
6649,3,08:00,16:00
6649,4,11:00,19:00
6649,5,09:00,15:00
9009,0,10:00,18:00
9009,1,08:00,16:00
9009,2,11:00,19:00
9009,3,07:00,15:00
9009,4,09:00,17:00
9009,5,07:00,13:00
9009,6,12:00,18:00
6000,0,07:00,15:00
6000,1,10:00,18:00
6000,2,09:00,17:00
6000,3,08:00,16:00
6000,4,13:00,21:00
6000,5,10:00,16:00
6000,6,07:00,13:00
8324,0,11:00,19:00
8324,1,07:00,15:00
8324,2,09:00,17:00
8324,3,12:00,20:00
8324,4,07:00,15:00
8324,5,07:00,13:00
8324,6,10:00,16:00
12245,0,13:00,21:00
12245,1,13:00,21:00
12245,2,10:00,18:00
12245,3,12:00,20:00
12245,4,09:00,17:00
827,0,09:00,17:00
827,1,13:00,21:00
827,2,09:00,17:00
827,3,10:00,18:00
827,4,07:00,15:00
827,5,11:00,17:00
18148,0,10:00,18:00
18148,1,11:00,19:00
18148,2,07:00,15:00
18148,3,10:00,18:00
18148,4,09:00,17:00
18148,5,12:00,18:00
3589,0,10:00,18:00
3589,1,13:00,21:00
3589,2,12:00,20:00
3589,3,07:00,15:00
3589,4,13:00,21:00
3589,5,09:00,15:00
14051,0,07:00,15:00
14051,1,07:00,15:00
14051,2,08:00,16:00
14051,3,07:00,15:00
14051,4,13:00,21:00
14051,5,07:00,13:00
14051,6,08:00,14:00
18313,0,09:00,17:00
18313,1,13:00,21:00
